,Unnamed: 0,Unnamed: 0.1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
16560,16560,16709,5583200345,01/01/1970,422000.0,2,1.0,750,4000,1.0,0,0,4,6,750,0,1926,0,98118,47.5547,-122.272,1120,5038
16561,16561,16710,1036100130,01/01/1970,442000.0,3,2.5,1980,39932,2.0,0,0,3,8,1980,0,1994,0,98011,47.7433,-122.196,2610,12769
16562,16562,16711,795002375,01/01/1970,280000.0,3,1.0,1200,6250,1.0,0,0,3,6,920,280,1943,0,98168,47.5095,-122.331,1280,9375
16563,16563,16712,1245000461,01/01/1970,1150000.0,5,2.5,3580,8921,2.0,0,0,3,9,3580,0,2000,0,98033,47.69300000000001,-122.20200000000001,2710,9308
16564,16564,16713,6802200280,01/01/1970,279000.0,3,2.5,2010,11618,2.0,0,0,3,7,2010,0,1990,0,98022,47.1956,-121.985,1550,9354
16565,16565,16714,9521100795,01/01/1970,569000.0,4,2.0,1730,3884,1.0,0,0,5,7,1060,670,1924,0,98103,47.6624,-122.34899999999999,1360,3563
16566,16566,16715,4039800080,01/01/1970,1360000.0,5,3.5,5960,13703,2.0,0,2,3,10,4770,1190,1984,0,98008,47.6151,-122.10700000000001,2810,17320
16567,16567,16716,6146600595,01/01/1970,209950.0,2,1.0,860,5080,1.0,0,0,3,7,860,0,1960,0,98032,47.39,-122.236,1250,6477
16568,16568,16717,6380500151,01/01/1970,468000.0,3,1.5,1370,7697,1.0,0,0,3,7,1370,0,1939,0,98177,47.7153,-122.361,1370,7697
16569,16569,16718,8643000185,01/01/1970,237100.0,3,1.75,1360,9603,1.0,0,0,3,7,1360,0,1963,0,98198,47.3959,-122.309,2240,10605
16570,16570,16719,7212650950,01/01/1970,336000.0,4,2.5,2530,8169,2.0,0,0,3,8,2530,0,1993,0,98003,47.2634,-122.31200000000001,2220,8013
16571,16571,16720,357000005,01/01/1970,500000.0,4,2.0,1680,3813,2.0,0,0,4,7,1680,0,1900,0,98144,47.593,-122.29299999999999,2540,3996
16572,16572,16721,5648600010,01/01/1970,290000.0,3,2.5,1580,6860,2.0,0,0,3,7,1580,0,1995,0,98055,47.4447,-122.18799999999999,1580,7050
16573,16573,16722,2818600010,01/01/1970,1190000.0,7,3.5,3890,8342,2.0,0,4,3,9,2840,1050,1968,0,98117,47.7011,-122.39200000000001,2870,8342
16574,16574,16723,9842300095,01/01/1970,365000.0,5,2.0,1600,4168,1.5,0,0,3,7,1600,0,1927,0,98126,47.5297,-122.381,1190,4168
16575,16575,16724,3977630130,01/01/1970,146300.0,3,1.0,1200,9668,1.0,0,0,5,6,1200,0,1975,0,98092,47.3156,-122.12799999999999,1200,9800
16576,16576,16725,5160300020,01/01/1970,554000.0,3,1.75,1760,10780,1.0,0,0,3,8,1760,0,1977,0,98005,47.5938,-122.154,2090,10780
16577,16577,16726,3754700050,01/01/1970,424000.0,3,2.0,1670,7700,1.0,0,0,3,7,1170,500,1972,0,98034,47.725,-122.2,1500,7875
16578,16578,16727,629860010,01/01/1970,1350000.0,4,3.5,4640,9827,2.0,0,2,3,10,3210,1430,2007,0,98027,47.5524,-122.07799999999999,3810,8207
16579,16579,16728,446000010,01/01/1970,508500.0,4,1.5,1800,6750,1.5,0,0,4,7,1800,0,1950,0,98115,47.6868,-122.285,1420,5900
16580,16580,16729,8562000010,01/01/1970,244500.0,3,1.75,1210,8864,1.0,0,0,3,7,1210,0,1985,0,98042,47.3639,-122.08,1510,8062
16581,16581,16730,646910480,01/01/1970,206000.0,2,2.5,1280,1566,2.0,0,0,3,7,1280,0,2005,0,98055,47.4336,-122.195,1460,1845
16582,16582,16731,868000415,01/01/1970,643500.0,3,2.0,1650,7104,2.0,0,0,3,8,1650,0,1945,0,98177,47.7053,-122.374,1730,7104
16583,16583,16732,1826049430,01/01/1970,372500.0,4,1.75,1590,10523,2.0,0,0,4,7,1590,0,1922,0,98133,47.7358,-122.34200000000001,1610,8568
16584,16584,16733,2769600190,01/01/1970,630000.0,5,2.0,1900,5000,1.0,0,2,3,8,1720,180,1957,0,98107,47.6735,-122.36200000000001,1770,5000
16585,16585,16734,3630070280,01/01/1970,418000.0,2,2.5,1500,3608,2.0,0,0,3,8,1500,0,2005,0,98029,47.5472,-121.994,2080,2686
16586,16586,16735,8944460190,01/01/1970,425000.0,4,2.5,2689,6688,2.0,0,0,3,9,2689,0,2006,0,98030,47.3803,-122.184,2665,5700
16587,16587,16736,3630180470,01/01/1970,800000.0,4,2.75,3250,5500,2.0,0,0,3,9,3250,0,2007,0,98027,47.5398,-121.99700000000001,3920,6000
16588,16588,16737,6099400293,01/01/1970,208000.0,2,1.0,960,13438,1.0,0,0,3,7,960,0,1951,0,98168,47.4745,-122.295,1630,11656
16589,16589,16738,6791000280,01/01/1970,476000.0,3,1.75,1650,9600,1.0,0,0,4,7,1650,0,1977,0,98075,47.5779,-122.044,2040,12220
16590,16590,16739,7796450190,01/01/1970,277500.0,3,2.5,1690,5171,2.0,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.34700000000001,2550,5025
16591,16591,16740,2294900010,01/01/1970,478000.0,3,1.75,2790,36585,1.0,0,0,4,8,1410,1380,1970,0,98027,47.4734,-121.999,1900,45302
16592,16592,16741,1186000095,01/01/1970,890000.0,4,2.75,2310,4020,3.0,0,0,5,8,2310,0,1979,0,98122,47.6154,-122.291,2270,3750
16593,16593,16742,2770601763,01/01/1970,450000.0,3,3.5,1790,1288,3.0,0,0,3,8,1390,400,2000,0,98199,47.651,-122.384,1560,1426
16594,16594,16743,3392100050,01/01/1970,205000.0,3,1.0,1230,8750,1.0,0,0,3,6,1230,0,1965,0,98003,47.3266,-122.334,1230,8750
16595,16595,16744,2878600655,01/01/1970,665000.0,3,2.0,1620,2640,1.5,0,0,5,8,1620,0,1929,0,98115,47.6884,-122.322,1470,4080
16596,16596,16745,3299200080,01/01/1970,518000.0,4,2.75,2440,12051,1.0,0,0,5,8,1440,1000,1966,0,98133,47.7456,-122.351,2030,8006
16597,16597,16746,2564900020,01/01/1970,465000.0,4,2.25,2100,7350,2.0,0,0,3,8,2100,0,1979,0,98033,47.7019,-122.171,1780,7350
16598,16598,16747,2111010080,01/01/1970,330000.0,3,2.5,3040,7232,2.0,0,0,3,7,3040,0,2003,0,98092,47.3355,-122.16799999999999,2760,6926
16599,16599,16748,6669080020,01/01/1970,449400.0,4,3.0,2490,5064,2.0,0,0,3,7,2490,0,2007,0,98056,47.5139,-122.189,2470,5064
16600,16600,16749,8682300010,01/01/1970,829000.0,3,2.75,2690,10443,1.0,0,0,3,9,2690,0,2007,0,98053,47.7185,-122.024,1440,4185
16601,16601,16750,1974200020,01/01/1970,450000.0,4,1.75,2190,9752,1.0,0,0,3,8,2190,0,1964,0,98034,47.7108,-122.23899999999999,2040,9964
16602,16602,16751,3211000190,01/01/1970,310000.0,3,1.75,1490,9120,1.0,0,0,5,7,1490,0,1959,0,98059,47.4806,-122.163,1340,8040
16603,16603,16752,6354000050,01/01/1970,615000.0,3,2.25,2530,45234,2.0,0,0,4,9,2530,0,1985,0,98072,47.7221,-122.12,3110,35617
16604,16604,16753,625049153,01/01/1970,605000.0,3,2.0,2060,4040,1.0,0,0,4,8,1120,940,1947,0,98103,47.6798,-122.352,1500,4000
16605,16605,16754,5561000190,01/01/1970,437500.0,3,2.25,1970,35100,2.0,0,0,4,9,1970,0,1977,0,98027,47.4635,-121.991,2340,35100
16606,16606,16755,4449800595,01/01/1970,545000.0,3,1.75,1400,4000,1.5,0,0,4,7,1400,0,1925,0,98117,47.6902,-122.38799999999999,1050,4330
16607,16607,16756,1115750190,01/01/1970,770000.0,3,2.5,3680,35617,1.0,0,0,3,10,2390,1290,1985,0,98052,47.7213,-122.12,3570,35633
16608,16608,16757,8644300170,01/01/1970,600000.0,5,2.25,3000,13899,2.0,0,0,4,8,3000,0,1975,0,98052,47.6373,-122.105,2270,10763
16609,16609,16758,9523102660,01/01/1970,560000.0,3,1.0,1440,5000,2.0,0,0,3,7,1440,0,1910,0,98103,47.6741,-122.354,1850,4500
16610,16610,16759,1630700380,01/01/1970,1920000.0,5,5.75,7730,230868,2.0,0,0,3,12,6660,1070,2004,0,98077,47.7615,-122.084,2660,39292
16611,16611,16760,7588700007,01/01/1970,457000.0,3,1.0,1170,3348,1.5,0,0,4,7,1170,0,1924,0,98117,47.687,-122.37799999999999,1590,4219
16612,16612,16761,3501600235,01/01/1970,585000.0,2,1.0,1770,8640,1.5,0,0,3,6,1520,250,1949,0,98117,47.6926,-122.363,1060,4804
16613,16613,16762,9545230280,01/01/1970,560000.0,3,2.0,1860,13374,1.0,0,0,3,8,1860,0,1985,0,98027,47.5397,-122.054,1960,9797
16614,16614,16763,7905200130,01/01/1970,345000.0,2,1.0,770,3008,1.0,0,0,4,5,770,0,1917,0,98116,47.5686,-122.389,1550,4563
16615,16615,16764,2742100250,01/01/1970,550000.0,4,3.5,3820,17745,2.0,0,2,3,8,2440,1380,1955,0,98108,47.556999999999995,-122.295,2520,9640
16616,16616,16765,5104540500,01/01/1970,589950.0,4,2.5,3190,8195,2.0,0,0,3,10,3190,0,2006,0,98038,47.3555,-122.00299999999999,3400,7607
16617,16617,16766,638100073,01/01/1970,327000.0,3,1.5,1320,13200,1.0,0,0,3,7,1320,0,1970,0,98059,47.5009,-122.14299999999999,1730,13200
16618,16618,16767,3022039071,01/01/1970,800000.0,2,2.25,1730,31491,2.0,1,2,4,7,1730,0,1947,1988,98070,47.37300000000001,-122.464,1400,12410
16619,16619,16768,3426079024,01/01/1970,150000.0,3,1.0,1010,25000,1.0,0,0,3,6,1010,0,1966,0,98014,47.6927,-121.90100000000001,2020,101494
16620,16620,16769,2767604254,01/01/1970,425000.0,2,2.5,1140,1182,3.0,0,0,3,8,1140,0,2007,0,98107,47.6713,-122.383,1290,1189
16621,16621,16770,1138010170,01/01/1970,350000.0,3,1.0,860,7030,1.0,0,0,3,7,860,0,1973,0,98034,47.7151,-122.211,1360,7500
16622,16622,16771,9407100500,01/01/1970,273000.0,3,1.75,1540,10545,2.0,0,0,4,6,1540,0,1978,0,98045,47.4451,-121.76299999999999,1540,10000
16623,16623,16772,191100250,01/01/1970,750000.0,4,2.25,2160,9525,1.0,0,0,3,8,1080,1080,1961,0,98040,47.5651,-122.221,2780,9525
16624,16624,16773,1557000190,01/01/1970,240000.0,3,1.5,1450,9477,1.0,0,0,4,7,1450,0,1963,0,98031,47.4215,-122.20299999999999,1460,9477
16625,16625,16774,8732020670,01/01/1970,400000.0,3,1.75,1830,9620,1.0,0,0,4,8,1830,0,1978,0,98023,47.3123,-122.389,1990,8280
16626,16626,16775,5029450290,01/01/1970,230000.0,3,1.5,1630,6625,1.0,0,0,5,7,980,650,1980,0,98023,47.29,-122.368,1440,7145
16627,16627,16776,8035600290,01/01/1970,372000.0,4,2.5,2500,8215,2.0,0,0,3,8,2500,0,1990,0,98031,47.4124,-122.204,2360,7801
16628,16628,16777,6450301835,01/01/1970,459500.0,3,1.75,1470,4950,1.0,0,0,3,7,1030,440,1984,0,98133,47.7325,-122.337,1100,5250
16629,16629,16778,6388930420,01/01/1970,582000.0,3,2.5,2380,19860,2.0,0,0,4,8,2380,0,1995,0,98056,47.5255,-122.17299999999999,2450,10220
16630,16630,16779,2296700470,01/01/1970,465000.0,4,2.5,2170,7700,1.0,0,0,3,7,1420,750,1969,0,98034,47.7216,-122.219,1710,7770
16631,16631,16780,1473120190,01/01/1970,386000.0,3,2.0,2120,7560,1.0,0,0,3,9,2120,0,1991,0,98058,47.435,-122.16,2660,7700
16632,16632,16781,11200290,01/01/1970,546000.0,3,2.5,1530,3464,2.0,0,0,3,8,1530,0,1998,0,98007,47.6179,-122.141,1530,3446
16633,16633,16782,5530000050,01/01/1970,278000.0,3,1.75,2710,9088,1.0,0,0,4,7,2060,650,1965,0,98001,47.3073,-122.272,1690,10454
16634,16634,16783,7853220670,01/01/1970,540000.0,3,2.5,2860,8935,2.0,0,0,3,8,2860,0,2004,0,98065,47.5336,-121.855,2650,6167
16635,16635,16784,3124089049,01/01/1970,529000.0,4,1.75,2800,90169,2.0,0,0,3,7,2800,0,1934,0,98065,47.5204,-121.829,1600,27194
16636,16636,16785,868000305,01/01/1970,554000.0,4,1.0,1120,7104,1.5,0,0,3,7,1120,0,1946,0,98177,47.7055,-122.37200000000001,1370,7104
16637,16637,16786,1311200380,01/01/1970,210000.0,3,1.0,1730,7210,1.0,0,0,3,7,1430,300,1963,0,98001,47.3404,-122.28,1820,7210
16638,16638,16787,9197100101,01/01/1970,225000.0,2,1.0,1010,5408,1.0,0,0,4,6,1010,0,1926,0,98032,47.3759,-122.238,980,7800
16639,16639,16788,6646200280,01/01/1970,561600.0,4,2.5,2350,6624,2.0,0,0,3,9,2350,0,1990,0,98074,47.6262,-122.045,2590,11240
16640,16640,16789,7116500920,01/01/1970,300000.0,6,5.25,2860,5682,2.0,0,0,3,7,2860,0,1978,0,98002,47.303000000000004,-122.221,1390,5956
16641,16641,16790,1068000255,01/01/1970,1650000.0,4,3.5,4285,9567,2.0,0,1,5,10,3485,800,1946,0,98199,47.6434,-122.40899999999999,2960,6902
16642,16642,16791,1240700170,01/01/1970,1020000.0,4,3.75,4060,19290,2.0,0,0,3,10,4060,0,2002,0,98074,47.6051,-122.053,4020,13250
16643,16643,16792,4031000250,01/01/1970,150000.0,3,1.0,1310,9612,1.0,0,0,3,7,960,350,1962,0,98001,47.2958,-122.285,1310,9812
16644,16644,16793,7625703260,01/01/1970,400950.0,2,1.75,2320,6250,1.0,0,0,3,7,1400,920,1948,0,98136,47.5468,-122.38600000000001,1420,6250
16645,16645,16794,8651580660,01/01/1970,620000.0,4,2.25,2210,8101,2.0,0,0,3,9,2210,0,1985,0,98074,47.6475,-122.07,2330,8842
16646,16646,16795,6117500980,01/01/1970,449000.0,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1941,0,98166,47.4333,-122.34700000000001,1990,12920
16647,16647,16796,9547205380,01/01/1970,630000.0,4,2.5,2240,4025,1.0,0,2,3,7,1250,990,1926,0,98115,47.6818,-122.311,1380,3500
16648,16648,16797,414100280,01/01/1970,336000.0,2,1.0,1180,7200,1.0,0,0,4,6,1180,0,1949,0,98133,47.7475,-122.34200000000001,1180,7200
16649,16649,16798,321059091,01/01/1970,299950.0,4,1.75,1560,31299,1.0,0,0,4,7,1560,0,1965,0,98092,47.3384,-122.164,2460,44907
16650,16650,16799,7772000010,01/01/1970,352500.0,4,2.0,1970,7451,1.0,0,0,3,8,1350,620,1962,0,98133,47.765,-122.335,1980,7510
16651,16651,16801,7200179,01/01/1970,175000.0,2,1.0,840,12750,1.0,0,0,3,6,840,0,1925,0,98055,47.483999999999995,-122.211,1480,6969
16652,16652,16802,8029500380,01/01/1970,305000.0,3,2.0,1830,10873,1.0,0,0,3,8,1830,0,1989,0,98023,47.3066,-122.39399999999999,2490,8976
16653,16653,16803,825059178,01/01/1970,2570000.0,4,3.75,4475,20424,2.0,0,4,3,12,2659,1816,1999,0,98033,47.6646,-122.208,4340,5250
16654,16654,16804,6021502750,01/01/1970,607500.0,3,1.5,1800,4700,1.0,0,0,3,7,1200,600,1941,0,98117,47.6858,-122.385,1580,4700
16655,16655,16805,9268200380,01/01/1970,505000.0,2,1.0,1250,5040,1.0,0,0,3,7,950,300,1920,0,98117,47.6959,-122.365,1290,5040
16656,16656,16806,2008000420,01/01/1970,280500.0,3,1.75,2440,10179,1.0,0,0,4,7,1220,1220,1962,0,98198,47.4118,-122.314,1650,9711
16657,16657,16807,8914100170,01/01/1970,610000.0,3,2.5,2910,12283,2.0,0,2,3,10,2910,0,1993,0,98058,47.4602,-122.152,2680,22499
16658,16658,16808,6654700250,01/01/1970,381000.0,5,2.75,3060,6895,2.0,0,0,3,8,3060,0,2003,0,98042,47.3809,-122.098,2590,6895
16659,16659,16809,6139800430,01/01/1970,482000.0,5,2.25,2230,9600,1.0,0,0,3,8,1320,910,1978,0,98077,47.7466,-122.07600000000001,2080,9760
16660,16660,16810,9477201470,01/01/1970,379950.0,3,1.0,1270,6900,1.0,0,0,3,7,1270,0,1977,0,98034,47.7279,-122.19200000000001,1480,7280
16661,16661,16811,3025300095,01/01/1970,2500000.0,4,4.5,4300,19844,2.0,0,0,3,11,4300,0,1985,1999,98039,47.6218,-122.23700000000001,3070,19845
16662,16662,16812,3211290050,01/01/1970,425000.0,3,2.25,1580,39189,1.0,0,0,3,7,1180,400,1992,0,98053,47.6365,-121.97200000000001,1580,29649
16663,16663,16813,7511200190,01/01/1970,580000.0,4,2.25,2570,36465,2.0,0,0,4,8,2570,0,1980,0,98053,47.6555,-122.042,2390,41454
16664,16664,16814,5739601300,01/01/1970,605000.0,2,1.0,860,6510,1.0,0,0,3,7,860,0,1952,0,98004,47.6021,-122.20200000000001,1740,10800
16665,16665,16815,3278602660,01/01/1970,194000.0,1,1.0,820,1060,1.0,0,0,3,8,760,60,2007,0,98126,47.5472,-122.37200000000001,1770,1853
16666,16666,16816,8078410250,01/01/1970,546200.0,4,2.25,2090,8579,2.0,0,0,3,8,2090,0,1987,0,98074,47.6364,-122.03,1850,8843
16667,16667,16817,2798000020,01/01/1970,1400000.0,4,3.5,3560,16782,2.0,0,0,3,10,2560,1000,2014,0,98040,47.5569,-122.225,3100,18047
16668,16668,16818,2739200050,01/01/1970,315000.0,3,1.75,1860,9629,1.0,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.14299999999999,1940,9629
16669,16669,16819,9278200095,01/01/1970,465000.0,3,1.5,900,8690,1.5,0,0,5,6,900,0,1941,0,98116,47.5751,-122.39299999999999,1000,6150
16670,16670,16820,3222079120,01/01/1970,330000.0,2,1.0,1160,32251,1.0,0,0,3,6,580,580,1963,0,98010,47.3537,-121.939,1160,33656
16671,16671,16821,4401200010,01/01/1970,795000.0,4,2.75,3100,7501,2.0,0,0,3,10,3100,0,1998,0,98052,47.6859,-122.109,3140,8672
16672,16672,16822,2473250280,01/01/1970,265000.0,4,2.25,2300,9100,1.0,0,0,3,7,1280,1020,1977,0,98058,47.4576,-122.16,1640,9100
16673,16673,16823,4441300170,01/01/1970,1300000.0,4,2.5,3110,11857,2.0,0,4,3,11,2040,1070,1990,0,98117,47.6952,-122.402,3110,11570
16674,16674,16824,723049530,01/01/1970,126500.0,3,1.0,1130,12212,1.0,0,0,3,6,1130,0,1942,0,98146,47.4952,-122.34,1190,9240
16675,16675,16825,6752510010,01/01/1970,760000.0,4,2.5,2920,7901,2.0,0,0,3,9,2920,0,2004,0,98052,47.7036,-122.125,3020,7900
16676,16676,16826,955000430,01/01/1970,540000.0,2,1.25,1230,1569,2.0,0,0,3,9,1050,180,2009,0,98112,47.6193,-122.304,1100,1230
16677,16677,16827,8663100050,01/01/1970,446000.0,5,2.75,2190,12687,1.0,0,0,5,7,1370,820,1978,0,98028,47.7762,-122.257,2280,10784
16678,16678,16828,226109056,01/01/1970,170000.0,1,0.75,850,5600,1.0,0,2,3,6,850,0,1903,0,98019,47.7654,-121.48,900,12250
16679,16679,16829,2558600130,01/01/1970,379000.0,3,2.5,1500,7420,1.0,0,0,3,7,1000,500,1972,0,98034,47.7236,-122.17399999999999,1840,7272
16680,16680,16830,8823900290,01/01/1970,1400000.0,9,4.0,4620,5508,2.5,0,0,3,11,3870,750,1915,0,98105,47.6684,-122.309,2710,4320
16681,16681,16831,8691400080,01/01/1970,800000.0,4,2.75,3150,7035,2.0,0,0,3,9,3150,0,2004,0,98075,47.5979,-121.97399999999999,3200,7035
16682,16682,16832,621069102,01/01/1970,260000.0,3,1.0,1300,10139,1.0,0,0,3,7,1300,0,1962,2007,98042,47.3427,-122.087,1260,10139
16683,16683,16833,5456000280,01/01/1970,820000.0,5,2.5,3160,8000,1.0,0,0,4,7,1580,1580,1960,0,98040,47.5735,-122.208,2440,8079
16684,16684,16834,2891400380,01/01/1970,449950.0,3,1.75,2070,96703,1.0,0,3,4,7,2070,0,1999,0,98092,47.2853,-122.008,1820,117612
16685,16685,16835,2297400020,01/01/1970,392000.0,3,2.25,1790,7125,1.0,0,0,3,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950
16686,16686,16836,7215721350,01/01/1970,465000.0,3,2.5,1650,4636,2.0,0,0,3,8,1650,0,1999,0,98075,47.5997,-122.016,1650,4504
16687,16687,16837,5490210670,01/01/1970,449950.0,4,2.5,2070,7312,1.0,0,0,4,7,1230,840,1977,0,98052,47.6958,-122.12,1770,7668
16688,16688,16838,6431500122,01/01/1970,520000.0,3,1.5,1580,8841,1.5,0,0,5,7,1180,400,1923,0,98103,47.6931,-122.352,1580,7512
16689,16689,16839,3376600170,01/01/1970,546800.0,4,2.25,2170,10000,1.0,0,0,3,8,1420,750,1975,0,98008,47.6219,-122.109,2390,11000
16690,16690,16840,8861000235,01/01/1970,825000.0,4,2.75,2220,11925,1.0,0,0,3,7,1560,660,1953,1985,98004,47.6381,-122.205,2500,11377
16691,16691,16841,2881700231,01/01/1970,337000.0,3,1.75,1440,11364,1.0,0,0,3,7,1440,0,1985,0,98155,47.743,-122.32799999999999,1950,9390
16692,16692,16842,534000080,01/01/1970,333000.0,2,1.0,720,6686,1.0,0,0,3,6,720,0,1942,0,98117,47.7003,-122.36200000000001,1200,6686
16693,16693,16843,6371000020,01/01/1970,380000.0,2,2.0,1120,780,2.0,0,0,3,8,760,360,2004,0,98116,47.5788,-122.41,1120,1322
16694,16694,16844,7212651440,01/01/1970,280000.0,3,2.5,1970,8426,2.0,0,0,3,8,1970,0,1992,0,98003,47.2674,-122.306,1970,9197
16695,16695,16845,7575500080,01/01/1970,202000.0,3,1.5,1420,9081,1.0,0,0,4,6,1420,0,1990,0,98022,47.1948,-121.999,1090,8410
16696,16696,16846,7197800020,01/01/1970,585000.0,4,2.5,2250,4119,2.0,0,0,3,8,2250,0,2001,0,98075,47.5973,-122.03399999999999,2290,3115
16697,16697,16847,5592900285,01/01/1970,435000.0,4,2.0,2630,9663,1.0,0,1,4,8,1330,1300,1956,0,98056,47.4841,-122.19,1900,8894
16698,16698,16848,525069127,01/01/1970,1200000.0,4,3.5,4740,172497,2.0,0,0,3,11,4740,0,2003,0,98053,47.6779,-122.075,2120,49658
16699,16699,16849,2460900010,01/01/1970,364000.0,2,2.25,1280,2574,2.0,0,0,3,7,1280,0,1992,0,98144,47.5939,-122.302,1250,3960
16700,16700,16850,1566100595,01/01/1970,300000.0,3,1.0,1260,8280,1.0,0,0,3,6,1260,0,1946,0,98115,47.7,-122.29899999999999,2100,8280
16701,16701,16851,8682291680,01/01/1970,558000.0,2,1.75,1930,4601,1.0,0,0,3,8,1930,0,2006,0,98053,47.7196,-122.022,1670,4500
16702,16702,16852,7841300285,01/01/1970,199950.0,1,1.5,1048,4800,1.0,0,0,3,7,1048,0,1942,0,98055,47.4759,-122.212,950,4800
16703,16703,16853,6071700020,01/01/1970,515000.0,3,2.25,1640,8400,1.0,0,0,4,8,1640,0,1962,0,98006,47.5484,-122.17200000000001,2110,8400
16704,16704,16854,4315700275,01/01/1970,590000.0,4,2.5,2380,4950,2.0,0,0,3,8,2380,0,2004,0,98136,47.5382,-122.391,1370,5120
16705,16705,16855,2330000130,01/01/1970,813500.0,4,2.0,2530,15520,1.0,0,0,5,8,2220,310,1964,0,98005,47.613,-122.167,2500,13300
16706,16706,16856,1246700103,01/01/1970,725000.0,4,2.5,2700,25870,2.0,0,0,4,8,2700,0,1992,0,98033,47.6934,-122.161,1540,20720
16707,16707,16857,7504200250,01/01/1970,490000.0,3,2.25,2330,3600,1.5,0,0,3,8,2330,0,1971,0,98074,47.631,-122.061,2050,4275
16708,16708,16858,3797310010,01/01/1970,277000.0,3,2.25,2160,9612,2.0,0,0,3,7,2160,0,1994,0,98022,47.1927,-122.01100000000001,1970,9247
16709,16709,16859,4058000010,01/01/1970,325000.0,4,1.5,1470,70800,1.0,0,0,3,7,1470,0,1976,0,98010,47.3458,-121.948,1810,72337
16710,16710,16860,3888100022,01/01/1970,649800.0,4,2.5,2280,9827,2.0,0,0,3,8,2280,0,1995,0,98033,47.6883,-122.16799999999999,1660,9827
16711,16711,16861,1934800022,01/01/1970,425000.0,3,1.0,1280,3200,1.5,0,0,3,7,1280,0,1903,0,98122,47.6029,-122.307,1320,1676
16712,16712,16862,3501100280,01/01/1970,460000.0,2,1.0,850,4650,1.0,0,0,3,7,850,0,1975,0,98117,47.6926,-122.365,980,4700
16713,16713,16863,2725069108,01/01/1970,750000.0,3,3.25,4610,81935,2.0,0,0,4,9,4610,0,1984,0,98074,47.6217,-122.021,2900,43500
16714,16714,16864,126039413,01/01/1970,469000.0,5,2.5,2690,11745,1.0,0,0,3,8,1790,900,1960,0,98177,47.7708,-122.36200000000001,2670,7905
16715,16715,16865,461001435,01/01/1970,566000.0,4,1.75,2440,5000,1.0,0,0,3,8,1340,1100,1954,0,98117,47.6823,-122.37100000000001,2170,5000
16716,16716,16866,6403500290,01/01/1970,407500.0,3,2.5,1930,10460,2.0,0,0,3,8,1930,0,1996,0,98059,47.4938,-122.161,2290,8228
16717,16717,16867,2826049108,01/01/1970,353500.0,2,1.0,800,8775,1.0,0,0,3,6,800,0,1942,0,98125,47.7171,-122.307,1470,8976
16718,16718,16868,1823069102,01/01/1970,524000.0,3,2.25,2430,73151,1.0,0,0,3,8,2430,0,1974,0,98059,47.4749,-122.09200000000001,2800,39250
16719,16719,16869,4233400280,01/01/1970,264950.0,4,2.5,1990,9656,2.0,0,0,3,7,1990,0,1994,0,98010,47.3125,-121.99799999999999,1500,9656
16720,16720,16870,1088800470,01/01/1970,547500.0,3,2.5,2550,10355,2.0,0,0,3,9,2550,0,1990,0,98011,47.739,-122.20299999999999,2550,10084
16721,16721,16871,2025701060,01/01/1970,264500.0,3,2.25,1370,7087,2.0,0,0,3,7,1370,0,1993,0,98038,47.3504,-122.035,1400,6600
16722,16722,16872,7922900250,01/01/1970,507500.0,3,2.0,2020,8118,1.0,0,0,3,7,1020,1000,1963,0,98008,47.5866,-122.118,1670,8118
16723,16723,16873,6372000280,01/01/1970,560000.0,3,3.5,1560,2198,2.0,0,0,3,8,1180,380,2006,0,98116,47.5812,-122.40299999999999,1550,1467
16724,16724,16874,1424130050,01/01/1970,995000.0,5,4.0,5610,22529,2.0,0,0,3,11,4090,1520,1996,0,98072,47.7239,-122.09200000000001,3860,24751
16725,16725,16875,7942601435,01/01/1970,835000.0,6,2.0,3560,5120,2.5,0,2,3,9,3560,0,1900,0,98122,47.6056,-122.311,2130,5120
16726,16726,16876,3959401284,01/01/1970,440000.0,3,1.5,2120,6290,1.0,0,0,4,8,1220,900,1949,0,98108,47.5658,-122.318,1620,5400
16727,16727,16877,1370802335,01/01/1970,1020000.0,3,2.5,2920,5629,1.0,0,2,5,8,1460,1460,1955,0,98199,47.641999999999996,-122.405,2380,5000
16728,16728,16878,4058801680,01/01/1970,300000.0,2,1.0,1340,7788,1.0,0,2,3,7,1340,0,1947,0,98178,47.5094,-122.244,2550,7788
16729,16729,16879,3501100050,01/01/1970,125000.0,3,1.0,1230,4800,1.5,0,0,1,6,1230,0,1916,0,98117,47.6941,-122.365,1230,4800
16730,16730,16880,1231000895,01/01/1970,986000.0,4,3.5,2840,5900,2.0,0,0,3,10,1920,920,1910,2008,98118,47.5543,-122.26799999999999,1300,4900
16731,16731,16881,7129300500,01/01/1970,315000.0,4,2.5,2080,5650,1.0,0,0,3,7,1680,400,1950,0,98178,47.5107,-122.257,1270,5650
16732,16732,16882,6752600050,01/01/1970,320000.0,4,2.5,2070,7007,2.0,0,0,3,7,2070,0,1996,0,98031,47.3968,-122.171,2130,8100
